logged_at,offer_id,trace_id,item_name,mcat_name,price,specs_category_outlier_status,specs_category_outlier_reason,title_category_outlier_status,title_category_outlier_reason,photo_category_outlier_status,photo_category_outlier_reason,photo_title_verdict,photo_title_verdict_reason,title_spec_verdict,title_spec_verdict_reason,price_flag_verdict,price_flag_reason,retail_classification,retail_classi_score,retail_confidence,retail_override_applied,retail_reason,retail_error,price_agent_result,price_agent_score,price_agent_confidence,price_value_by_ai,price_agent_reason,price_error,buyer_profile_genuineness,buyer_profile_score,buyer_profile_confidence,buyer_profile_reason,buyer_profile_error
2026-05-11 16:17:48,143946437513,143946437513_20260511_161737,PET Jars,PET Jars,0,not_outlier,"The product specifications, including capacity and usage (cookies), are consistent with items found in the 'PET Jars' category.",not_outlier,The product title 'PET Jars' matches the category name 'PET Jars'.,not_outlier,The primary object 'glass jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with the provided specifications such as quantity, capacity, shape, and usage.",outlier,Price Absurd,NON-RETAIL,0.8,High,No,"Quantity is large for retail PET Jars, leaning towards wholesale distribution or industrial use.",,Correct,0.8,High,₹ 16.8 - ₹ 25.2,"Order value overlaps AI range, with minimal deviation.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:18:00,143959705446,143959705446_20260511_161748,PET Jars,PET Jars,0,not_outlier,"The product specifications (e.g., 'Quantity: 500 Piece', 'Capacity: 200 g', 'Usage: Pickle') are consistent with the product type expected in the 'PET Jars' category.",not_outlier,The product title 'PET Jars' is identical to the category name 'PET Jars'.,not_outlier,The primary object '500 Piece PET Jars' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with the product specifications detailing quantity, capacity, and usage.",outlier,Price Absurd,NON-RETAIL,0.8,High,No,"Category is neutral. Quantity (500) is high for typical retail stocking of PET jars. Wholesaler purchases (2805) dominate, and Wholesaler NI (7) is present. These signals align.",,Correct,0.8,High,₹ 588.00 - ₹ 812.00,"AI range overlaps moderately with buyer value, slight deviation.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:18:12,143955624259,143955624259_20260511_161800,PET Jars,PET Jars,0,not_outlier,"Product specifications are not available, so their alignment with the category name cannot be verified.",not_outlier,Product title 'PET Jars' aligns with the category name 'PET Jars'.,not_outlier,Primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"Product specifications are not available, so alignment with the product title cannot be verified.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data (Median_Price/Q3_Price) available for this category-unit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:18:23,143956134546,143956134546_20260511_161812,PET Jar,PET Jars,0,not_outlier,The product specifications like 'Capacity: 1 kg' and 'Shape: Round' are consistent with the general understanding of 'PET Jars'.,not_outlier,The product title 'PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly corresponds to the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jar' is consistent with specifications like 'Quantity: 100 Piece', 'Capacity: 1 kg', and 'Shape: Round'.",outlier,Price Absurd,RETAIL,0.8,High,No,"Category is neutral, but quantity and market signals strongly suggest retail resale. High retailer share & NI.",,Not-Correct,0.0,High,₹ 64.39 - ₹ 96.58,"Buyer range significantly higher than AI range, with no overlap.",,Unverifiable,,None,Buyer profile classification failed; see buyer_error.,Expecting value: line 1 column 1 (char 0)
2026-05-11 16:18:34,143983737675,143983737675_20260511_161823,Plastic PET Jars,PET Jars,0,not_outlier,The product specifications are consistent with the product class represented by the category name 'PET Jars'.,not_outlier,The product title 'Plastic PET Jars' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'PET jars' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'Plastic PET Jars' is consistent with the provided specifications.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,PET Jars are neutral category. Quantity of 120 is within retail stocking. Wholesaler purchases (150) > retailer purchases (94) and wholesaler NI (13) > retailer NI (0).,,Correct,0.8,High,₹ 780.0 - ₹ 1170.0,"Buyer range overlaps with AI range, deviation is within acceptable limits.",,Suspicious,0.2,Medium,1 out of 5 enquiries match the BuyLead category (Plastic PET Jars). The other 4 are unrelated paper products.,
2026-05-11 16:18:46,143959813213,143959813213_20260511_161834,Toilet Soap,Bath Soaps,0,not_outlier,"The product specifications 'Soap Type: Medicated Soap, Shape: Square' align with the category name 'Bath Soaps'.",not_outlier,The product title 'Toilet Soap' is consistent with the category name 'Bath Soaps'.,not_outlier,The primary object 'Bar of soap' aligns with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"The product title 'Toilet Soap' is consistent with the product specifications 'Soap Type: Medicated Soap, Shape: Square'.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data (Median/Q3 are zero) and missing quantity prevent price verification.,,Genuine,1.0,Low,The only prior enquiry 'Toilet Soap' is in the same category 'Bath Soaps' as the current BuyLead.,
2026-05-11 16:18:57,143951018375,143951018375_20260511_161846,Plastic Ghee Jar,PET Jars,0,not_outlier,The specifications of a '250 g' jar are consistent with the general product class of 'PET Jars'.,not_outlier,The product title 'Plastic Ghee Jar' fits within the broader category of 'PET Jars'.,not_outlier,The primary object 'Plastic Ghee Jar' is consistent with the category 'PET Jars'.,not_outlier,,not_outlier,"The product title 'Plastic Ghee Jar' is consistent with a capacity of '250 g', although the 'Buyer Filled Details' list other potential capacities.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data found for the category and unit.,,Genuine,0.7,Medium,3 out of 4 enquiries are related (jars). 'Chana Sattu' is unrelated.,
2026-05-11 16:19:09,143975810713,143975810713_20260511_161857,PET Jars,PET Jars,0,not_outlier,The product specifications are consistent with items typically found in the 'PET Jars' category.,not_outlier,The product title 'PET Jars' matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with specifications detailing quantity, capacity, and usage for jars.",outlier,Price Absurd,RETAIL,0.6,Medium,No,Category leans retail. Quantity is moderate. Marketplace signals are neutral; NI signals favor retail.,,Unverifiable,0.0,Low,,"Price match is 'no_data', no reference price data available for this category-unit to perform audit.",,Genuine,1.0,Medium,"All 3 prior enquiries, including 'Plastic pet jar', align with the 'PET Jars' category.",
2026-05-11 16:19:20,143935636067,143935636067_20260511_161909,PET Jars,PET Jars,0,not_outlier,"The product specifications (Quantity, Capacity, Shape) are consistent with the general understanding of products within the 'PET Jars' category.",not_outlier,The product title 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,The primary object 'glass jar' is consistent with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with the product specifications describing quantity, capacity, and shape.",outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,"PET Jars, neutral category. Quantity (1000) exceeds typical retail stocking for packaging. Wholesaler purchases (2805) dominate retailer (899).",,Correct,0.8,High,"₹ 9,600.00 - ₹ 14,400.00",Buyer range has partial overlap with AI range and low deviation.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:19:32,143991298234,143991298234_20260511_161920,Ruchi Plast PET Jars,PET Jars,0,not_outlier,The product specifications for a PET jar are consistent with the category 'PET Jars'.,not_outlier,The product title 'Ruchi Plast PET Jars' directly matches the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'Ruchi Plast PET Jars' is consistent with the product specifications detailing quantity, capacity, and usage.",outlier,Price Absurd,NON-RETAIL,0.8,Medium,No,"PET Jars often used for bulk/industrial packaging, quantity > 500 is high for retail. Wholesaler purchases are dominant.",,Correct,0.8,Medium,"₹ 4,800.00 - ₹ 7,200.00",AI range overlaps buyer value with moderate deviation.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:19:45,143992102134,143992102134_20260511_161932,"485 Ml D-113, 500gm Lacha Round Jar",PET Jars,0,not_outlier,The product specifications for a round jar with capacity for spices packing are consistent with the category 'PET Jars'.,not_outlier,The product title 'Jar' corresponds to the category 'PET Jars'.,not_outlier,The primary object 'Glass Jar' corresponds to the category 'PET Jars'.,not_outlier,,not_outlier,"The product title 'Jar' and specifications 'Capacity: 500 g', 'Shape: Round', 'Usage: Spices Packing' are consistent.",outlier,Price Absurd,RETAIL,0.8,High,No,PET Jars are generally retail-oriented packaging. The quantity is small and retailer purchases dominate.,,Not-Correct,0.2,Medium,₹ 32.40 - ₹ 48.60,AI range significantly below buyer's order value with large deviation.,,Genuine,1.0,Low,"One prior enquiry for 'D-113, 500GM Lacha Square Jar' is in the same category (PET Jars) as the current BuyLead.",
2026-05-11 16:19:56,143960960663,143960960663_20260511_161945,PET Jars,PET Jars,0,not_outlier,Product specifications related to capacity and usage for 'Pickle' are consistent with the purpose of 'PET Jars'.,not_outlier,The product title 'PET Jars' accurately matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly corresponds to the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' is consistent with the product specifications indicating usage for 'Pickle' and quantity/capacity details.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,Category is neutral. Quantity (200) is at norm limit. Wholesaler share (150/244 ~61%) signals Non-Retail. NI signals lean Non-Retail.,,Correct,0.8,Medium,₹ 1920.00 - ₹ 2880.00,AI range covers buyer range; deviation within acceptable limits.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:20:08,143960871559,143960871559_20260511_161956,PET Jars,PET Jars,0,not_outlier,Product specifications like quantity and capacity are consistent with the category 'PET Jars'.,not_outlier,Product title 'PET Jars' corresponds to the category name 'PET Jars'.,not_outlier,Primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,Product title 'PET Jars' is consistent with specifications indicating quantity and capacity.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,PET Jars are neutral category. High quantity (250) and majority wholesaler purchases (2805/3704) indicate non-retail. Wholesaler NI also supports this.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference data available for this PET Jars category and unit.,,Genuine,1.0,Low,The enquired product 'Pet Water Jar' is the same category as the BuyLead title 'PET Jars'.,
2026-05-11 16:20:20,143996220767,143996220767_20260511_162008,Phenyl Bottles,Phenyl Bottles,0,not_outlier,The product specifications 'Quantity: 200 Bottle' are consistent with the category 'Phenyl Bottles'.,not_outlier,The product title 'Phenyl Bottles' directly matches the category name 'Phenyl Bottles'.,not_outlier,The primary object 'phenyl bottle' aligns with the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,The product title 'Phenyl Bottles' is consistent with the product specifications stating 'Quantity: 200 Bottle'.,outlier,Price Absurd,RETAIL,0.8,High,No,Phenyl bottles are typically retail-oriented. Quantity aligns with retail stocking. Marketplace signals lean retail (66% retailer purchases).,,Unverifiable,0.0,Low,,No reference price data exists for Phenyl Bottles in BOTTLE unit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:20:32,143958855752,143958855752_20260511_162020,PET Jars,PET Jars,0,not_outlier,"The product specifications describe attributes of PET jars, which are consistent with the category 'PET Jars'.",not_outlier,The product title 'PET Jars' aligns perfectly with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' is consistent with the provided specifications, which describe quantity, capacity, and shape.",outlier,Price Absurd,NON-RETAIL,0.8,High,No,Category implies industrial/bulk use; quantity 500 units is too high for typical retail resale.,,Correct,0.8,High,"₹ 5,568.00 - ₹ 7,592.00","AI range overlaps with buyer range, with a deviation of 12.35%.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:20:45,143973456552,143973456552_20260511_162032,Bath Soaps,Bath Soaps,0,not_outlier,"The product specifications ('Lux', 'Original', '100g', '10 Piece') are consistent with the category 'Bath Soaps'.",not_outlier,The product title 'Bath Soaps' directly matches the category name.,not_outlier,The primary object 'soap bar' falls under the category 'Bath Soaps'.,not_outlier,,not_outlier,"The product title 'Bath Soaps' aligns with the specifications detailing 'Lux', 'Original', '100g', and '10 Piece'.",outlier,Price Absurd,RETAIL,0.8,High,No,"Bath soaps are retail-oriented. Quantity is low, and marketplace signals strongly favor retailers.",,Correct,0.8,Medium,₹ 480.0 - ₹ 720.0,"Buyer range overlaps AI range, score based on deviation and partial overlap.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:20:56,144000038134,144000038134_20260511_162045,Bath Soaps,Bath Soaps,0,not_outlier,The product specifications mentioning soap brands and quantities are consistent with the category name 'Bath Soaps'.,not_outlier,The product title 'Bath Soaps' directly matches the category name 'Bath Soaps'.,not_outlier,The primary object 'soap bar' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,The product title 'Bath Soaps' is consistent with the product specifications mentioning soap brands and quantities.,outlier,Price Absurd,RETAIL,0.8,Medium,No,Bath Soaps are retail-oriented. Quantity is moderate. Signals are mixed but lean retail.,,Correct,0.8,High,₹ 66.3 - ₹ 86.06,AI range overlaps buyer order value with low deviation.,,Suspicious,0.1,Low,"Both prior enquiries ('Plum Cake Box', 'Toy Kitchen Set') are unrelated to 'Bath Soaps'.",
2026-05-11 16:21:08,143991869046,143991869046_20260511_162056,PET Jar.,PET Jars,0,not_outlier,"The product specifications describe a PET jar, which is consistent with the category name 'PET Jars'.",not_outlier,The product title 'PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jar' is consistent with the product specifications detailing quantity, capacity, and usage.",outlier,Price Absurd,NON-RETAIL,0.8,High,No,"Quantity is high (1000) for retail, category is neutral, and wholesaler share (64%) is dominant.",,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data (Median/Q3) available for this category-unit combination.,,Genuine,1.0,Medium,"Both enquired products are 'PET Jars', matching the BuyLead category and title precisely.",
2026-05-11 16:21:20,143960996913,143960996913_20260511_162108,PET Jars,PET Jars,0,not_outlier,"The product specifications 'Capacity: 500 g', 'Shape: Round', and 'Usage: Pickle' are consistent with the category 'PET Jars'.",not_outlier,The product title 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,The primary object 'Plastic jars' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' is consistent with product specifications like 'Quantity: 10000 Piece' and 'Capacity: 500 g'.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,"Large quantity (10,000 units) and high wholesaler purchase share (2805/3704) suggest wholesale distribution rather than direct retail.",,Correct,1.0,High,₹ 9600.0 - ₹ 14400.0,AI range aligns perfectly with buyer order value. High confidence.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:21:32,143962146046,143962146046_20260511_162120,PET Jar for Ghee Packaging,PET Jars,0,not_outlier,"The product specifications, describing jars with quantity and capacity, are consistent with the category 'PET Jars'.",not_outlier,The product title 'PET Jar for Ghee Packaging' corresponds to the category 'PET Jars'.,not_outlier,The primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jar for Ghee Packaging' is consistent with the specifications detailing jar quantity, capacity, and usage.",outlier,Price Absurd,RETAIL,0.8,High,No,"Category (PET Jars) is retail-oriented. High quantity (5000) for a retail item suggests stocking. Wholesaler purchases (412) and retailer purchases (132) show a mix, but category nature and quantity context point to retail. Signals align.",,Unverifiable,0.0,Low,₹ 0 - ₹ 0,"No reference price data (Median_Price, Q3_Price) found due to 'no_data' price_match.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:21:43,143955684746,143955684746_20260511_162132,PET Plastic Jar Set,PET Jars,0,not_outlier,"The product specifications for a PET jar (capacity, shape, use for packing) are fully consistent with the category name 'PET Jars'.",not_outlier,The product title 'PET Plastic Jar Set' directly corresponds to the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' clearly aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Plastic Jar Set' is consistent with product specifications detailing capacity, shape, and intended use for packing tea leaves.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data or quantity for pricing audit.,,Genuine,1.0,Medium,Both enquired products are directly related to PET Jars or plastic containers.,
2026-05-11 16:21:55,143944225195,143944225195_20260511_162143,1200 Ml PET Jar,PET Jars,0,not_outlier,Product specifications ('Quantity: 1000 Piece') are inconsistent with the category 'PET Jars' which implies individual jars.,not_outlier,Product title '1200 Ml PET Jar' matches the category 'PET Jars'.,not_outlier,Primary object '1200 ml PET jar with lid' corresponds to the category 'PET Jars'.,not_outlier,,outlier,Product title '1200 Ml PET Jar' is inconsistent with specifications 'Quantity: 1000 Piece'.,outlier,Price Absurd,RETAIL,0.8,High,No,"PET Jars are retail-oriented packaging. High quantity (1000) is plausible for bulk retail stocking. Wholesaler purchases (2805) are higher than retailer purchases (899), but retailer NI (0.0) and overall NI (7.0) along with evidence match (exact) and count (71) support retail signal dominance.",,Correct,0.8,High,₹ 10.8 - ₹ 15.48,"Slight deviation within acceptable limits, AI range overlaps buyer's.",,Genuine,1.0,Low,The enquired product '1200 ml PET Jar' is of the same category as the BuyLead '1200 Ml PET Jar'.,
2026-05-11 16:22:06,143953019259,143953019259_20260511_162155,PET Jars,PET Jars,0,not_outlier,Product specifications are relevant to 'PET Jars' as they describe quantity and capacity.,not_outlier,Product title 'PET Jars' is consistent with the 'PET Jars' category.,not_outlier,Primary object 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,Product title 'PET Jars' is consistent with product specifications detailing quantity and capacity.,outlier,Price Absurd,RETAIL,0.6,Medium,No,"Category is neutral; Quantity at threshold. Wholesaler share high, but NI signals suggest retail activity.",,Correct,0.8,High,"₹ 1,800.0 - ₹ 2,295.0","Overlap exists, deviation within 30% after applying commodity tolerance.",,Genuine,0.7,Medium,3 out of 5 enquiries are PET Jars or related food containers. 'Vivo Charger' is unrelated.,
2026-05-11 16:22:18,143943491767,143943491767_20260511_162206,Axsa Perfumed Toilet Soap,Bath Soaps,0,not_outlier,"The product specification 'Brand: Mysore Sandal' is consistent with the 'Bath Soaps' category, as Mysore Sandal is a known soap brand.",not_outlier,The product title 'Axsa Perfumed Toilet Soap' fits within the 'Bath Soaps' category.,not_outlier,The primary object 'bar of soap' aligns with the category 'Bath Soaps'.,not_outlier,,not_outlier,The product title 'Axsa Perfumed Toilet Soap' is consistent with the product specification 'Brand: Mysore Sandal'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data available for this category and unit.,,Genuine,0.7,Medium,2 out of 3 enquiries are related: Axsa Perfumed Toilet Soap (same category) and Detergent Powder (adjacent category). Thirumenis Mustard Seeds is unrelated.,
2026-05-11 16:22:29,143979909359,143979909359_20260511_162218,250 g Square PET Jar,PET Jars,0,not_outlier,The product specifications indicating 'Material: Plastic' and 'Capacity: 250 g' align with the category name 'PET Jars'.,not_outlier,The product title '250 g Square PET Jar' aligns with the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title '250 g Square PET Jar' is consistent with the product specifications detailing 'Capacity: 250 g' and 'Shape: Square'.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,"PET Jars are packaging. High quantity (500) suggests wholesale/processing. Wholesaler purchases (2805) dominate, supporting Non-Retail.",,Correct,0.8,High,₹ 7.88 - ₹ 10.51,AI range overlaps buyer range with acceptable deviation.,,Genuine,1.0,Medium,"All previously enquired products (e.g., 300ml Round PET Jar, Hexagon Jar) are within the same 'PET Jars' category as the current BuyLead.",
2026-05-11 16:22:41,143997241163,143997241163_20260511_162229,PET Jar with Aluminium Lid,PET Jars,0,not_outlier,"The product specifications, such as 'Capacity: 200 ml' and 'Shape: Round', are consistent with products found in the 'PET Jars' category.",not_outlier,The product title 'PET Jar with Aluminium Lid' aligns with the 'PET Jars' category.,not_outlier,The primary object 'PET Jar' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jar with Aluminium Lid' is consistent with specifications mentioning 'Capacity: 200 ml' and 'Quantity: 50 Piece'.,outlier,Price Absurd,RETAIL,0.8,Medium,No,PET Jars are generally retail-oriented. Quantity is moderate. Marketplace signals lean retail.,,Correct,0.6,High,₹ 702.0 - ₹ 918.0,"AI range overlaps buyer range with moderate deviation, BL data was usable.",,Genuine,1.0,Medium,"All 3 prior enquiries, including 'Pet Jar With Aluminium Lid' and 'D-159, 100GM CREAM JAR', are directly related to the current 'PET Jar' BuyLead.",
2026-05-11 16:22:52,143990955585,143990955585_20260511_162241,Bath Soaps,Bath Soaps,0,not_outlier,"The product specifications (quantity, weight, variant) are consistent with items belonging to the 'Bath Soaps' category.",not_outlier,The product title 'Bath Soaps' directly matches the category name 'Bath Soaps'.,not_outlier,The primary object 'Five bath soaps' aligns with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"The product title 'Bath Soaps' is consistent with the product specifications 'Quantity: 5 Piece, Weight: 75 g, Variant: Original'.",outlier,Price Absurd,RETAIL,0.8,High,No,"Category is retail-oriented, quantity is low, and marketplace signals strongly favor retail. Evidence match is exact.",,Correct,0.8,High,₹ 240.0 - ₹ 360.0,Buyer range overlaps AI range; deviation is within acceptable limits.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:23:04,143973415134,143973415134_20260511_162252,Transparent Plastic PET Jar 250 g,PET Jars,0,not_outlier,"The product specifications, including 'Capacity: 250 g' and 'Usage: Pickle', are consistent with products found in the 'PET Jars' category.",not_outlier,The product title 'Transparent Plastic PET Jar 250 g' directly corresponds to the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'Transparent Plastic PET Jar 250 g' is fully consistent with the specifications 'Capacity: 250 g' and 'Shape: Round'.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,"PET Jars, though packaging, has a high quantity (1000 pcs) and strong wholesaler purchase signals, indicating industrial or bulk distribution.",,Correct,0.8,High,₹ 10.20 - ₹ 15.30,AI range has overlap with buyer range and deviation is within acceptable limits.,,Unverifiable,,None,Buyer profile classification failed; see buyer_error.,Extra data: line 1 column 2 (char 1)
2026-05-11 16:23:15,143986356785,143986356785_20260511_162304,Bath Soaps,Bath Soaps,0,not_outlier,The product specifications 'Soap Type: Bathing Soap' are consistent with the 'Bath Soaps' category.,not_outlier,The product title 'Bath Soaps' directly matches the category name 'Bath Soaps'.,not_outlier,The primary object 'soap bar' aligns with the category name 'Bath Soaps'.,not_outlier,,not_outlier,The product title 'Bath Soaps' aligns with the product specifications 'Soap Type: Bathing Soap'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data for Bath Soaps.,,Genuine,1.0,Low,"100% of enquiries are related. Swaraj Cool Soap is a bath soap, matching the BuyLead category.",
2026-05-11 16:23:27,143990611767,143990611767_20260511_162315,200 Ml PET Jar,PET Jars,0,not_outlier,Product specifications describing a jar are consistent with the category name 'PET Jars'.,not_outlier,The product title '200 Ml PET Jar' directly corresponds to the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title '200 Ml PET Jar' is consistent with product specifications such as 'Capacity: 100 g' and 'Buyer Filled Details: 200 g'.,outlier,Price Absurd,RETAIL,0.6,Medium,No,PET Jars are neutral category. Quantity of 100 pieces is moderate. Marketplace signals show a slight lean towards Non-Retail (263 wholesaler vs 217 retailer purchases). NI signals also lean Non-Retail (24 vs 1).,,Correct,0.8,High,₹ 1040.0 - ₹ 1352.0,Buyer range has partial overlap with AI range and low deviation percentage.,,Genuine,1.0,Low,"The buyer previously enquired about '200 ml PET Jar', which is the same product and category as the current BuyLead.",
2026-05-11 16:23:38,143998264113,143998264113_20260511_162327,Transparent PET Jar,PET Jars,0,not_outlier,The product specification 'Capacity: 1 kg' is consistent with products found in the 'PET Jars' category.,not_outlier,The product title 'Transparent PET Jar' aligns with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'Transparent PET Jar' is consistent with the product specification 'Capacity: 1 kg'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data available for PET Jars.,,Genuine,1.0,High,"All 5 prior enquiries were for PET jars or bottles, directly matching the current BuyLead for a Transparent PET Jar.",
2026-05-11 16:23:50,143980957813,143980957813_20260511_162338,PET Jars,PET Jars,0,not_outlier,"The product specifications (Quantity, Capacity) are relevant to products within the 'PET Jars' category.",not_outlier,The product title 'PET Jars' precisely matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' directly aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,Product title 'PET Jars' is consistent with specifications providing quantity and capacity.,outlier,Price Absurd,RETAIL,0.6,Medium,No,PET Jars are neutral category. Quantity is low. Retailer share is high. Classified as Retail.,,Unverifiable,0.0,Low,₹ 0 - ₹ 0,No reference price data for category-unit. Cannot verify.,,Genuine,1.0,Low,1/1 enquired products are of the same category (Pet Jar For Tea Packaging vs PET Jars).,
2026-05-11 16:24:02,143973776559,143973776559_20260511_162350,Perry Bath Soap,Bath Soaps,0,not_outlier,The product specifications are consistent with the category 'Bath Soaps'.,not_outlier,The product title 'Perry Bath Soap' directly matches the category 'Bath Soaps'.,not_outlier,The primary object 'bar of soap' aligns with the category 'Bath Soaps'.,not_outlier,,not_outlier,The product title 'Perry Bath Soap' is consistent with product specifications like 'Quantity: 3 Piece' and 'Weight: 150 g'.,outlier,Price Absurd,RETAIL,0.8,High,No,"Category is retail-oriented (personal care), quantity is low, and marketplace signals strongly favor retailers.",,Correct,0.8,High,₹ 64.35 - ₹ 87.45,AI range overlaps buyer range with moderate deviation.,,Genuine,1.0,Low,"The buyer previously enquired about 'Perry Bath Soap', which is the same product and category as the current BuyLead.",
2026-05-11 16:24:13,143940857934,143940857934_20260511_162402,Phenyl Bottles,Phenyl Bottles,0,not_outlier,Product specifications for a '5 Litre' bottle are consistent with the category 'Phenyl Bottles'.,not_outlier,Product title 'Phenyl Bottles' matches the category name 'Phenyl Bottles'.,not_outlier,Primary object 'phenyl bottle' aligns with the category name 'Phenyl Bottles'.,not_outlier,,not_outlier,Product title 'Phenyl Bottles' is consistent with product specifications mentioning 'Capacity: 5 Litre'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data exists for this category-unit.,,Unverifiable,,None,Buyer profile classification failed; see buyer_error.,Expecting value: line 1 column 1 (char 0)
